N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,label
128.47484564066255,54.347036375226274,211.86703359412306,6.533668670510242,0.5328029365338105,0.17424320011107428,5.9980522195712815,61.878140154892144,56.1612425575218,49.301147387884285,34.39521929014332,pomegranate
174.0968609867828,96.17059709762074,307.72951224778603,6.381725966872221,1.0986660038889298,0.024802234641120496,11.861024419229512,182.66840663172246,64.45837004529663,24.42161902743924,6.071712116513145,ragi
119.0944991244227,84.5689767977457,170.8181156410368,6.863707475265776,1.0050014599968984,0.3055598795412174,14.610599407970106,102.89550963800126,65.8548656853788,29.48810735489019,59.23344721220992,mango
180.3091367160956,23.00132349244988,70.97453952126037,5.80221676870956,0.45622040590679425,0.24755682375222518,14.597704862879361,136.86584053309974,1093.9543528575405,17.241751028930636,21.21666912139311,mulberry
143.84872523056228,24.99440290079229,262.88661012445823,7.145908336294605,0.17015567456248926,0.14706675532650776,13.082782461454219,106.49170456484038,50.43390404467206,29.612414738402848,22.08550151992852,pomegranate
185.57903208188304,51.55335283624632,247.6672475848066,7.716016115034247,0.7504549193604529,0.2268023211499669,16.685832348537776,63.99120581307618,26.791468475803946,43.449777973559414,28.645163861782866,pomegranate
127.12755343096018,89.75768681783491,179.89319477682469,7.540437112274069,0.31913474292034427,0.15449511484697978,15.729043271255664,77.42939328091205,49.11142198226412,74.51837135610621,30.56836849902201,pomegranate
127.93459862100393,33.08695774912719,90.22551792763377,5.402221857040695,0.14160414160494125,0.13046437357876417,12.642203032312237,87.60599999741322,112.52103475606653,48.19715664027637,48.359618082723834,grapes
123.26116878712381,15.98616188236432,62.623065869312335,6.3009030742616385,0.21546520476578887,0.20715510913134358,23.19768011804856,222.7074510408981,1530.6030714734186,24.799516549262908,15.703259289251486,mulberry
78.066223922565,19.638298377863585,123.21223343023007,5.400361533684593,2.2884526091238375,0.06339928647976278,25.74515106204635,42.74765226524508,66.8716306087715,40.19029291871349,21.623510419755476,potato
144.07981542085338,63.2454799651398,136.55570324744053,4.667174733626569,1.8480231426123865,0.10429166104802402,16.526606062972345,36.436344575721726,75.29391024123446,54.68001965523398,20.146177117109627,potato
141.7293861801244,39.9898363503121,132.03404952577932,5.395576157398165,1.526031692325299,0.09389167941828291,13.187122466297323,36.38637947516709,225.1586461156057,26.086755706927484,21.370628850814953,potato
80.51219073786595,82.57276075289461,145.67612262530528,5.052117616423444,1.1265318413582026,0.2481422476927248,11.11130201905615,135.82059054881282,61.88924390461287,25.675216514160574,51.19377803938093,mango
138.32905743148348,17.14687939943842,92.64314682616319,6.232991034072845,0.36412125139275886,0.2508738357015672,27.55205411333435,130.7608929823399,960.571468287706,23.566405036607154,13.596705187863854,mulberry
96.63743490531672,66.37484500824011,183.04379434888443,5.9939529370439075,1.2407395045943577,0.3389288038557481,9.316723249254936,191.19029275258245,41.38253343298123,34.22819971136603,60.43458604397914,mango
124.0204595520754,74.85762958153707,137.00836900572406,4.579190282076143,1.2463241469048474,0.1537500753506344,17.600513338767833,70.11654796462562,79.47168634229978,50.723502311472515,50.793001381249915,mango
174.5158639430829,21.12011973230757,226.45166845000458,8.867062300535268,0.29757637864298103,0.24289766540321786,6.2068806402620105,59.95731137600902,36.31920399733369,24.58915313686219,44.47511331181411,pomegranate
114.24793871161559,92.80794864553681,152.7600841820906,5.597958587811822,0.5776168746555173,0.21891881517382986,15.35926354850443,147.46073664486926,83.50051313575729,33.87657505667962,54.58342977418641,mango
188.0697891676023,52.89935537546597,92.97158056804885,5.66270988918348,0.13875800365681276,0.0951786779715204,16.202967235623667,115.62711463134445,128.4204999092234,39.48224658223065,48.65094819396539,grapes
169.43068029261886,18.310537042997343,151.59101148060472,6.267731192004074,1.971651658145818,0.08433221295604199,22.41667688432584,35.80204947368663,101.19312299729546,28.213041775292027,29.721112281041638,potato
36.492558924924865,46.70641751039473,106.4827856736198,6.437306427527043,1.4763177204160602,0.09943667902816745,14.990781024967667,30.877602732606938,168.53909573986832,45.35402952087063,17.402909873018608,potato
134.54407081821648,71.56156759405259,185.13569660214446,5.82110995482765,1.5259455265010282,0.10425837175882029,16.76945266902675,40.147894074152354,264.9011454704391,21.81027801352099,18.158880033520223,potato
122.36133502591498,84.34413602472847,121.0568546093318,4.880560456455829,1.5681606481428574,0.15534639800242334,13.258218921422538,141.60465749216326,93.96714126234065,44.51389378446164,76.46029170957215,mango
123.2601797547201,56.66521282233119,354.13081866464677,6.975874750082579,1.8035468712409497,0.014494271398020184,17.974243150294527,192.72292478081505,59.51435217518169,16.383396711297834,8.140745520583783,ragi
155.06176093134837,54.099825101061725,96.87107406997086,6.179115214131268,1.8272177412560657,0.1023593840745402,13.468106060320691,39.563033077102936,255.3708116192521,29.368171485726524,17.924905171844443,potato
108.12819755867577,35.59126485238981,106.64802556287937,5.166304976301323,0.16434350414175572,0.1475928728379683,23.202567218452636,146.1977383771093,43.86294753462971,41.141896393906265,27.62826316211316,grapes
147.3257962181923,64.44792159731237,78.3998265966425,5.050610124641032,0.09707061747582268,0.027709869321493934,23.489266301922264,79.04947262140811,126.53507402468819,31.605880097810733,25.751184744723815,grapes
134.19176286164208,90.79855957418276,270.39668484696136,6.188006780372733,1.3120249028808262,0.014135507049408982,16.656259779671203,196.63007969501527,66.47394742167204,19.64791619799636,6.519872670415416,ragi
121.10630024750286,78.66034420447966,187.21033974111737,5.718617838195297,0.9844486651148996,0.34910189780016043,17.216164935084155,157.13999368200277,61.26916598648893,19.36158402239065,63.2825381215693,mango
110.6562700870445,77.8132457966477,126.65353590620751,6.1489936849126465,0.42284526675788137,0.18763277483435145,17.654620390150818,157.19502311918274,67.95441463822115,42.543409678704826,72.55663009693373,mango
131.24236066034092,25.731684384495992,85.90404594244707,6.27978130128791,0.3058268808023097,0.21212526831282563,16.38512118729776,247.79596035997764,333.6425342583388,25.393140276121848,19.557198878174724,mulberry
112.52860733112864,25.540972982449226,81.71110065016153,7.081271197962421,0.2035996805120105,0.18276756109440018,19.737651747361685,111.27311708096138,57.49892581448425,34.82463458585802,43.383292557736276,grapes
123.87980548865512,105.13137480837436,367.1241524542991,5.59725326247084,1.103225412212546,0.016042364158947282,11.495172382975984,93.52833757244898,61.656485513254914,17.78886887808989,1.8022758753256993,ragi
104.72073416852857,58.252320609614586,79.85182571704878,5.203083638269557,0.11966270959133868,0.1886562700454659,16.626169330757385,140.20227640507426,69.7825769660252,32.778501648257695,31.073424703387374,grapes
145.4617356677956,37.56090177981282,62.29822709094931,6.141289114363703,0.18208134602248266,0.10925294800825541,12.307666959074327,147.82857816300972,112.56487600823608,44.01322735295864,30.02782875419965,grapes
144.4376825898494,84.64936540362709,172.00182008910414,6.2180002269661125,0.10961223560004149,0.17269662951683526,8.866320278536348,90.17715722694209,36.38815895260994,49.998052473120495,30.807685984656032,pomegranate
144.75052010892176,83.60685724512561,158.65959916143157,5.294485504383676,0.8783607321888245,0.17253849634321147,10.54224153583173,137.94143312431325,50.06124231412377,31.67272309122454,66.14371774587848,mango
193.43963079358397,71.62355690729049,236.18520300066348,7.267520872074685,0.7208819840058031,0.02211420362443438,22.53418220476029,213.24899474397745,59.34939336420541,34.66086650558648,2.85067496833076,ragi
123.84319016236276,58.51238209534443,88.877014505811,4.616667709370702,2.082910258189388,0.09507409900477314,23.56989811391999,41.054628032557424,233.4981304829424,36.97631687427925,13.402879951736134,potato
130.01426466002766,59.51229728923519,67.65017949345695,6.629784275462836,0.11597320686923526,0.0957707058813533,13.61885032741493,72.47394982061532,74.74258007561832,32.720599085956856,48.66461592591891,grapes
83.61988080610995,61.77750415322329,243.12881197164677,5.692942094250966,1.853026297354143,0.11789881606767341,31.331805674389695,35.68632079764397,167.049386949622,42.30717128715783,17.048160682657297,potato
113.25478634693114,62.17171897639498,98.56445530602795,7.686455718518347,0.15372471678368602,0.12910541206990184,13.495027952570771,82.55190996776122,107.12722445953389,44.328682909847814,26.490997918475063,grapes
114.44043302917865,68.14513007484555,75.89474203870593,6.126610106798951,0.14692345776626284,0.14201077717446825,23.588275352403095,64.651197446829,106.05930559815613,34.94342236521764,47.657332562241905,grapes
156.89376182194482,59.22637571137744,291.93098859684517,7.757796117190365,0.8155588184763298,0.013178434469840497,16.461418313675544,160.2777203084393,74.65740854685664,27.866120025554192,0.9120317609919832,ragi
107.54117580606203,27.044355500833646,198.89000850881166,5.743718340352666,0.6520095097209345,0.19168918148499103,21.94659525874942,64.6307824141908,23.908219350967382,25.19944464022892,23.78607976242248,pomegranate
123.6012791686548,90.7615624747865,134.8209094993359,6.860557786086335,0.8654200376414946,0.27157078583131433,13.223951040137631,151.50864812569426,64.1129279629127,29.769912795459,55.816440476463555,mango
87.31522468777226,76.83042205506672,91.70885890900792,4.509914309851583,1.5413309783082036,0.10123028802559489,13.691538161733233,35.23261861582412,135.50175585396752,51.67650447118855,15.189137857341553,potato
137.2478378197309,83.50684895684643,221.3179164551167,6.150616526310004,1.4314689875256563,0.01648985882943431,12.885989209220531,241.09231221534273,59.97035937573548,25.275730592084432,10.787588258854878,ragi
148.82656448446733,27.326940144728386,105.21672411400786,5.977623903193219,0.3342760845607091,0.27109246434334927,22.724045365664544,255.2292237975198,785.8316624098475,30.18873860465523,12.96100125487674,mulberry
135.39113859483703,63.104221278955244,196.03460306302668,5.513000242334707,0.9460096267299443,0.22510742902267572,12.479222235549173,100.52399479426799,84.08865923338497,31.60226459772586,61.46711860571911,mango
130.60264967984247,24.220531724549968,189.5186891851047,4.497506322763257,2.046285480073435,0.07069217845129151,17.160178165942472,44.10263151232796,275.9411682182848,29.249420980806732,23.768477571768866,potato
183.3681268136916,41.82663575065765,68.1597137596965,5.549803985318285,0.1810016488829388,0.13435377097592946,7.312262024204604,106.41840548979778,107.41781865490324,39.56401438729932,31.104837012659775,grapes
119.57895182245142,55.01752683487023,265.7812821567944,4.9902422617920195,1.5157448395571609,0.022490870403220335,13.604627435554173,248.5301298540037,68.74721606052263,36.74117307798949,7.12091032727087,ragi
125.31341533477313,82.64344077664167,207.15295121550687,5.5013367285163195,0.8844855708413474,0.23299504048181693,16.688310795286046,111.31018167747766,72.482209948933,20.80650227419202,59.52724648597333,mango
138.66186708132682,38.2543111819801,87.83527997023708,6.123700404181933,0.1765997102131562,0.07986076918537091,22.490243879958555,129.13237487972432,97.73891667337217,52.05079087126218,25.792592931545474,grapes
121.43383624621237,86.16499923700565,161.25790060749713,5.833954495008173,0.8572187641357493,0.3004866573226786,9.883146205920418,70.2467104096362,58.897983660292866,40.94046860174579,69.90721750914767,mango
110.36784779423677,51.94432133381037,69.53808493593314,7.004869949236833,0.19745648353207998,0.19695476532548656,9.708922419032811,113.85652039224163,145.0145464532438,44.64010424556994,31.054947436308858,grapes
136.50867939483487,84.84521192822724,302.03172422459795,6.684596259333548,1.2068629053138809,0.015764706457322954,13.35682310161008,212.84236021834965,61.077727408430746,25.572845766819707,1.4336893141863996,ragi
124.56669497164445,25.01485727521923,73.93366756822226,6.736345299574534,0.29337881400429133,0.17646552453667402,20.730335577974273,315.2504224597309,280.2704435134865,28.878324305874422,23.184284392615037,mulberry
125.54360752602872,31.67104583053327,188.82917966125484,4.588496414133878,1.011603758012323,0.09362438865762658,24.93546043351327,41.923819557501936,271.03653924027446,36.580859627873124,16.046130290037425,potato
118.0475023290888,34.33899637716448,177.4861625477211,4.691286723628748,1.1371466157470334,0.09621504023523243,29.225954972918046,39.06928499913264,290.65060093647367,34.23292802801047,14.793272532440685,potato
129.51382156368183,13.203109306464118,88.2314641137212,6.612078323823798,0.5312181080035641,0.22825360881207038,15.358236847163857,181.3784693784229,509.60587141137756,30.32247331421514,17.765726803627736,mulberry
151.80116674200883,25.350913040107553,149.52965814575268,5.831813439057779,0.6574335399993492,0.17861677728834469,18.23903328930975,79.35783586195146,29.400438693466427,20.167273194981227,16.97552109455022,pomegranate
132.76544701363642,58.36413751868598,134.0112896638895,6.133351026821399,2.102451583215599,0.08785583243044519,27.71597625201189,43.99767771432652,227.49801001663207,44.66986456872717,13.85027004160237,potato
144.109272157587,64.29302870662893,73.69460311870239,4.935661363361338,0.19394306047309406,0.04797862156674171,14.487653154729276,73.63576617458081,146.07898307968296,36.29124537918254,36.6817889796281,grapes
200.568162207206,60.64867170545458,312.79057621032086,6.3544182968436145,1.3486931991104805,0.016628054165316937,12.094982170047707,91.43718258250462,55.80358392148045,22.491628630289807,4.734747737309055,ragi
145.97132509016814,58.617750780962936,185.17457695120748,5.3220368204159145,1.839016562886642,0.12782525647902399,27.957856487074498,40.89329359389737,131.70151575119075,35.518256896422,21.88784518301331,potato
79.47083887435785,21.835786969541005,207.4508626916492,5.556205923116901,1.8880969479112857,0.12110049914357862,18.16605932974682,35.607049764350826,263.9947988415807,24.217836838082732,23.772352847717894,potato
143.79092926292358,60.989062138256365,237.8028491912129,6.561159204494407,0.728536294401164,0.016744548651788815,15.813532728466981,76.18505157229622,52.42696136017824,25.322794934718075,1.5889802215884419,ragi
163.64109346721514,59.66537984119866,357.5786330071704,5.99641161749397,1.3295093367311386,0.023323429490696337,13.87088575641618,216.7321560018302,48.47875430862479,29.559033957381835,3.8815162410141744,ragi
139.87627243452758,72.642786926222,175.22838446282407,7.125023422740884,0.3367839123329794,0.15011160423923833,18.30323815469871,79.69380387653833,53.57016491483377,67.70139127155677,28.909829351376658,pomegranate
100.46167455595834,74.28234163101378,177.01854713524727,5.380351174027876,0.691604644714245,0.14787498170295785,17.797698986353264,161.82482272461147,95.06892442078656,25.913129400170586,60.59663911381575,mango
77.02380003274618,18.108575465899488,172.47305248713116,5.396365435008288,1.9444650224730398,0.090300235565046,32.49818908904772,34.613792658942764,91.09632922944263,36.991164661371656,11.953983620439002,potato
75.70117168103079,70.26990102984189,154.52234120306676,5.5588072834878615,0.8691567845761483,0.1867525060693397,15.653360305774257,127.68657151422502,94.608410687424,28.820750409406056,52.12514981141851,mango
109.80456564119224,59.70801985352693,69.49466275636365,5.989361918572422,0.18001841050959383,0.029830426611147574,16.18844728136491,132.19708129256858,97.56014695335782,48.722624297132754,32.109148048369654,grapes
119.33842869319929,90.44248925727851,185.96323271675536,5.159116955263704,1.2962319405007612,0.265764914791254,9.941104617818043,165.56599455021754,78.75460232199292,28.221203872037783,52.212991916541235,mango
116.21312331459298,34.58855159388851,80.75943883450667,6.018005132531988,0.18559598534917846,0.18750975308697032,26.712366302162273,228.75686206252163,242.41792706407531,27.099898911653867,15.615193115235114,grapes
98.25960089215805,90.40576766330226,173.43470794626924,7.081135599047617,0.8597428894875826,0.211969906815136,15.3705840036564,181.28709686140854,86.34384010190625,37.02243697974255,63.4991078395873,mango
106.97615669088627,104.60564710011236,367.2225141185154,5.3505683619053634,1.6592148614443911,0.01356584145227692,17.19740048208975,144.97554111918765,43.439039662570075,22.63963067973921,1.5367897387529998,ragi
187.01095798669633,81.54245107942438,286.71900309934057,7.18917549021491,1.4838688285233652,0.01450559676086833,20.72772612632351,83.68600573073022,57.4220745870466,23.30526770224741,9.643604050068404,ragi
75.59036307090017,61.94464872557991,160.45704588791142,4.998465689435672,0.9398250353802278,0.30849035326036844,17.965003054310458,92.65028964759458,54.45508682007879,50.95309246318478,60.73658676882163,mango
75.84432844054035,75.34007379461762,146.0633575659148,5.700181864248839,0.8445582231102433,0.3419985052007713,11.297355852015574,207.49562660932682,69.92324536062868,22.669820842788372,70.55343429420482,mango
119.73963614410148,89.52973941377546,169.97977743764818,5.990502826723259,1.4972832939711687,0.23393805517622837,12.891431275835973,174.73866278794273,66.29777630993415,43.2768976187158,73.77266313760352,mango
141.54536201091636,66.05184523306873,193.8270042554424,5.171271026346785,0.5336307379715411,0.15453404495768605,15.228530938824157,88.5656991918152,54.88617350267445,55.28286445240555,70.6138841268694,mango
125.86883717518275,75.86179315420014,165.20598950338334,5.641007316896312,1.1738339823615278,0.24507554026579517,13.677151941424986,96.41157659333975,81.34212347639573,32.304499032628605,53.59521466545964,mango
91.87124604578527,65.82052893434756,66.52243944338717,6.2051037014492945,0.15917703690689397,0.15143005838109846,20.707743841447076,52.41370004197595,106.45144212546602,31.042705327858535,32.13856172605745,grapes
138.62817195421644,46.33516059922399,79.24389277909293,6.273173321241406,0.14936726616241686,0.16837179669189783,13.165929170213587,107.8896325744749,51.583212349975675,49.32176003584516,27.490627158963523,grapes
147.134295792957,64.71263147601664,263.48783683153283,6.075643092918734,0.40339956419098666,0.21387739072581968,6.974693970711528,88.03860658515997,29.755853494035172,43.40130299068472,43.875208889189636,pomegranate
27.67872935939709,50.80560789420009,89.42457017325914,5.8922477553095565,1.5418769060188207,0.09868895190962529,15.612583720448557,40.47618926384779,174.2973742479619,51.8910609039914,15.91033787841776,potato
142.17290424939802,81.5662309484907,219.7867471558438,5.950303075869219,1.2038393874780042,0.01228058444000459,23.22879270841027,49.53091168406954,65.41233513272581,22.546096387120087,10.62663097830658,mulberry
116.12432360302056,18.733200176297576,63.633110114116285,6.588453628242518,0.6002775266695071,0.23026388936564757,16.092947422653545,96.40423368400621,1695.7407987219178,24.373931983207274,8.754477219303784,mulberry
110.79865019992371,76.81887275878229,202.2387333107121,4.817682242536867,0.9935538231368986,0.25591994795627615,16.33713069744097,123.57730240461781,71.92388608659769,28.88593079002299,71.86122434433784,mango
136.5559819024094,100.74718571822484,294.2861727705059,7.402870156116146,1.54322447592461,0.023130887743489828,11.508888907083824,131.92317257444796,55.50391026722139,24.977519743583358,6.3844123245788404,ragi
135.62108779194546,22.56881266855846,121.25466366943687,5.464808882131939,1.986415609180488,0.08465536604759111,23.047981093835237,54.296761753352996,94.96222199803081,26.430729126449382,27.377602705811956,potato
204.1976370072869,8.205058446811542,60.057944366848226,5.806827371962247,0.2441198766833364,0.20125457036100028,17.870897088557214,205.3039338266233,1165.5566349339283,21.453323957937027,16.696268053727888,mulberry
150.28780317165396,53.85391099913773,147.4348749797013,6.066075862729181,0.5818211088450689,0.21822988502897345,8.683751996222485,66.55524959353895,25.038616645050084,53.20212802002756,46.02953865184031,pomegranate
148.53404215702034,74.83230751619904,193.29736443683115,7.964315056804624,0.03916461091583322,0.18012917872255776,14.707754339767513,128.26881192107075,61.7986543070774,54.15863369376788,38.812236686423844,pomegranate
143.86699758951463,27.39458331283383,55.10682332877482,6.555004478552008,0.8020063009553131,0.25734479451567666,18.206003545323398,165.32073896039998,969.6600620078875,27.98114988779243,26.228578806661144,mulberry
145.87502205914305,61.57142468787899,177.96874899155262,5.982167361956037,0.8118973966748175,0.15884054165044265,19.613561622312094,70.63224898085271,65.74943349119627,30.343965467792238,17.30320168763441,pomegranate
28.391102055541587,78.33964112835702,127.70154018511634,5.4966526566428255,1.8009844432587505,0.09741109824586346,31.38709127836758,40.66004556608618,142.15893436273325,46.9045226779784,27.512774774995922,potato
89.29035135064356,21.626062785079167,190.20376289498606,6.381173468269419,1.4466133495068203,0.22705231890818733,12.99849316178634,57.3224035254133,73.27944354214642,36.66682073238109,64.54108796888276,pomegranate
130.80223599422584,72.116118363718,118.34961510637187,5.461727008047532,1.098820041852849,0.23688806060777184,18.590616139176866,94.99714517615725,78.29615489156606,47.33796320516139,45.525203765856844,mango
153.038369408588,26.502053451902956,84.60071913236231,6.707013505892591,0.22855211941287165,0.28710310618919976,32.77342917368211,234.81231522245963,426.0614633795509,31.530861031959667,25.743394902384328,mulberry
141.58220076245456,85.02614584436822,221.1417449414414,5.130718244165025,0.5961119813940278,0.2471249770887113,10.207468040523734,88.95132159852506,57.28532445821066,51.154675490773656,22.01416026968232,pomegranate
166.59280060117058,59.78025284146991,63.03091711466506,4.614604318902918,1.787599656478597,0.08359992541771535,24.02087310268581,41.747349330185784,218.79599410751825,55.64137408038283,10.727637061504465,potato
113.32867123455807,30.915154669336555,112.98851176449443,6.814888820102249,0.1404443813835352,0.30643158285425465,26.110289113437886,216.40520420882453,1139.817370748736,21.164495712511293,10.921788267314131,mulberry
96.67435499544276,75.41219331787146,168.57774705411737,5.130062095374782,1.6856397602128341,0.09130327478159307,12.043138508812566,40.243719451015835,50.826303829771284,33.25756000668676,20.08197635434783,potato
192.2815213574174,26.534143917894497,249.6201360358866,5.742264980192618,1.5208680428585346,0.1113084672049502,27.559383222022387,42.344167268084874,122.65857214035614,53.579801965247405,16.224858272196848,potato
170.0485044796436,64.16010864487139,73.33831525075428,6.5496338060830865,0.2219515726258969,0.04580790574092974,16.51062382081825,68.09029876112218,156.757149643857,34.117830569965356,29.416706826128397,grapes
174.82074652824366,51.21277286269592,68.7535479809596,5.496515327471711,0.18346220384286727,0.07938267424073414,14.120477452990821,90.78541563721754,88.42699227856887,39.17230465495353,51.4682752046382,grapes
170.86673596990684,65.68423415961625,189.85060384135588,6.074617234155649,0.6937365599038161,0.25708498986509754,10.012880582586765,108.51401522569974,49.92066357749482,45.651830724350035,35.49195255665162,pomegranate
167.62916990424316,72.14271962735175,69.467089044729,6.393007933018787,0.12159903204988179,0.029097027594700706,19.587069249352236,99.26951019195008,113.96696369804768,38.44912368026158,20.410818212572774,grapes
147.3103539065541,14.009849938251909,127.65881682111382,6.587573310918581,0.7109873935633287,0.3273266434771061,15.480105036105995,110.04907689113277,1747.6261176080889,22.508478443652173,14.004533284563454,mulberry
169.86274797488142,49.8614123726271,208.3895609560064,6.776230650831765,0.1338086910894701,0.15034027038044506,18.147370679269763,70.13099667508072,38.74800325409711,57.72619498536529,29.4126461890863,pomegranate
102.59658660931373,56.39433191746103,255.39813393682496,5.431178546701213,0.5082729097987928,0.2635360988860156,11.98251402787464,118.607734221953,59.508241055138114,55.51220490807183,21.10309476586935,ragi
172.78175122061714,81.12570288836542,330.3113193870456,7.051698100344407,0.6845358541166945,0.01958544180593844,14.16198942109078,256.1792439880894,51.77365894225606,26.413994744668003,8.438743674681538,ragi
123.13692281203012,61.36247517154712,236.09570787501735,6.934223503815938,1.4579352953883231,0.014207472266570305,18.79112130722645,244.66143382113265,68.84706312308728,24.306292697027615,7.5865644367345775,ragi
108.59553393331356,24.362521041623275,68.60365166185514,7.116293712853182,0.29282095082135895,0.20275286939699344,14.360383568159923,315.4344515793538,362.09838957208694,25.235675702335286,23.949876979096164,mulberry
166.80581155031794,22.464715947370163,64.42233044828957,7.150130220805013,0.2684270089346918,0.21769814700223633,30.705353361537362,201.87462023492276,1057.729858607554,24.844670838615297,14.284359156527318,mulberry
152.95622508700058,28.43227878059409,67.06818322114096,6.323069883456404,0.2317893872754357,0.14990760529893268,8.491990277682898,69.58503529148896,77.86732945121774,37.234941501028224,39.15584600395094,grapes
174.3024051805351,35.67636374778711,202.24973478043435,6.21165456383192,0.12779995768627295,0.2803008909458498,7.672128514458552,63.89588612853436,25.296644154531513,48.60197162012362,15.03174280243286,pomegranate
157.38684720082009,59.50618463520653,260.9174204583782,6.756820067364953,1.8126147595993576,0.019900713984007192,15.359452012518606,53.78781179275134,59.117221739822575,30.523276192239337,6.96791510300605,ragi
94.96900231152823,89.1737266141073,258.2835423741045,6.0408838931148665,1.3489983654065936,0.01761531944359019,20.434033034291776,147.81863605180328,60.410000495529744,19.509493410081248,3.509386972000777,ragi
97.5750521590906,76.59053415357805,147.62916457516934,5.175777894230252,1.4515760893430496,0.24899411386989,7.29295478844638,160.17276851855797,87.44263802536744,32.96163830015211,41.291568570929826,mango
94.54228919069277,87.662027891018,171.91442811767755,4.274114569087494,1.6426103374444645,0.20700113745211282,7.920198149901219,57.92256706345956,81.18781738593647,22.947899936216345,84.92691859480084,mango
82.86395065351294,87.33422002620715,213.20553550156365,5.8325854112168365,1.5777798473799773,0.25598607883407826,14.570585407493642,160.63264554608205,90.30534461216193,47.02321647619014,65.00489972829078,mango
171.0926702720815,61.109294889407884,255.2511001803844,5.821616231951854,1.884576606687651,0.013182027892990134,10.632706446844049,182.3658254671094,62.29023587987077,27.46658089866153,5.308505515168118,ragi
113.66926311548956,76.9608903427648,168.16925641060604,5.87677609191535,1.3212585780833022,0.2705248760347597,10.759728068666181,168.607768406154,43.663397103770755,34.88755484415476,53.39723761258131,mango
113.32937724607159,34.3813598982187,67.27056893482873,6.548416200119538,0.11908869731416283,0.1617930175213468,11.491742763672654,121.45012942918392,55.145255711108696,39.55731058550178,37.37659063425916,grapes
166.5530986579525,35.55723501687803,60.30641113331447,6.440039182549169,0.2129594300743282,0.14812603924060472,18.900625158464674,151.14348361310437,94.0763783162988,41.38504818693031,48.26933306475604,grapes
182.40276451038963,52.76574970127314,48.762391109525176,7.319227784183962,0.18574923327962364,0.14613904409288578,5.888876648094613,130.34164576673444,71.43507595789964,41.74066197002801,31.029947347566726,grapes
191.8282083093371,78.59108880628858,318.1474432245574,6.110914622362401,1.1051921358305572,0.014483303392166424,16.32637037988691,124.63079983225995,62.73516957727182,23.99555136691731,4.73672082932085,ragi
125.16006770000851,32.50700473217176,178.42038174942678,6.3116714046734455,0.6227993240505632,0.25159310550662667,5.829287876661211,105.60343770064719,41.72745886635588,16.58999351149103,23.044487294176275,pomegranate
110.77980637805206,17.022328045973634,63.1732836473903,5.1070162075854135,0.11326748718452424,0.23856068831932395,20.291817336482495,229.78902895825001,226.35313161438336,20.225020046353702,22.113725715091856,mulberry
103.94671354304792,42.16200566057429,77.28058140759543,6.272712928254434,0.1584454983343426,0.024954761508230065,15.993284994795898,145.33731546516026,61.73016104850858,29.968496499821626,33.89442822938668,grapes
129.82181805834716,77.01678284549928,446.4642159899786,6.908734570255766,1.8143776485616132,0.021053411751900127,18.03015688854739,150.80012014613052,71.30817388911443,27.472792866607424,1.5870506910882858,ragi
131.35387110347412,66.52710891879656,234.35346659020587,5.910373323862174,0.47886323339938963,0.2369250360633396,7.319888641461487,78.49500318849708,29.69963853044184,39.81704073920305,53.96601148748602,pomegranate
186.224272090926,31.907225329744687,204.58941826118559,6.180675172285268,0.25628392162136715,0.1685866982029332,13.769882544228548,70.05979987784787,31.67311399779053,28.097393350396157,49.6361324273942,pomegranate
205.15067907434508,41.888264945381906,74.23981500853559,5.222346089521655,0.11815178547117036,0.12000276126166155,13.722375407932958,137.99577868270242,153.3393683028399,32.63218794580699,44.59060153902213,grapes
141.71922670603874,26.28556332725826,81.36426855906554,6.209262707659355,0.3869463269077105,0.232905019878596,17.925512866939545,103.37998433287733,504.01542510177137,25.579854381965312,19.48783384914006,mulberry
171.53088174819592,37.60181378924614,187.73442672698607,5.3381124265898565,1.6898501408942654,0.12810965793847245,25.999019248558575,34.44985748612246,200.6696906989041,38.4741991581815,18.603322878499693,potato
99.08902395199794,20.866515295318962,62.32349281715089,4.856174004869751,1.7621585321515238,0.09858364145327257,23.822258655474872,37.8955772363992,210.45337102374563,31.28554525831179,24.800009901553413,potato
117.45522578071632,74.64272212385896,129.94395544872665,4.4068513777193035,0.9297151317402065,0.21665805399904836,8.275004157764227,54.34584709514855,66.26652766866528,42.41297280853204,48.81148974365888,mango
99.6955741129889,19.271056905170838,154.6437235218975,5.236178617964132,1.4748830437133855,0.11199079783125308,14.669931836391905,43.8999813788752,110.2622494046145,35.87064621571015,10.741293290110098,potato
175.75524988171512,70.34086000266936,240.8197015302124,7.296554932864836,1.4761179230645882,0.013294168180891361,19.900375148400617,63.10347781685089,51.70274115024152,21.449712676185868,7.097511972214564,ragi
91.30140157787194,57.14850225707201,141.53660965446733,6.525265006564395,0.9000128856543544,0.23825409399952924,17.145487774942676,97.49023728581443,79.45622609391923,32.2440169016258,49.35055385860674,mango
141.46978761143137,21.188673920820094,59.97653623394322,7.019748822949603,0.36078480891181636,0.2106031816365568,30.778340822676853,171.2292899326972,277.2948756884325,26.399864732080044,17.5909436361967,mulberry
181.06750274618906,65.4585095758339,315.8120114257306,8.284745878945765,1.5413106325484371,0.02036895671815602,13.11127466150166,198.39544815493383,65.34423739821177,27.74855950097131,5.958358546370754,ragi
